name_first,name_last,uuid,patent_id,inventor_id,#patents
Jeffrey,Brennan,lg65l4uppqix3t7dfoqc7uz4v,8903475,5175814-2,16
Jeffrey,Brennan,nbb4v0rb8u8tv3b5z3zsol04z,8914098,5175814-2,16
Jeffrey,Brennan,nyon9mue7yyiyd0d9hoadd183,8920376,5175814-2,16
Jeffrey,Brennan,os8zwgtjxw339ge4licfbmwcv,8892191,5175814-2,16
Jeffrey,Brennan,rpejl9ka8tyvv8gzbv4j6dy79,5642405,5175814-2,16
Jeffrey,Brennan,tkp0tth5c4j2jv4gd6n6g30kd,9922323,5175814-2,16
Michael,Breslow,2bw0i9ilbun1zeujaqq3aa0a1,8170887,6804656-2,16
Michael,Breslow,2i57gf98hjhcds1yxqjyt4qgo,7321862,6804656-2,16
Michael,Breslow,3v9x8ee4uh9dg1wxvxlg33j5r,7256708,6804656-2,16
Michael,Breslow,79qidpwec6baumqakcw3q8wi2,7991625,6804656-2,16
Michael,Breslow,9mwh8ag2wj4bqyrd36s4d15kd,6804656,6804656-2,16
Michael,Breslow,b1ghw8s1pvf1ok0ypg2a0rfus,7315825,6804656-2,16
Michael,Breslow,b1v96xf99ml717826inom8k5a,7467094,6804656-2,16
Michael,Breslow,b4my5s8dd374sfl5k497v6ikb,7454360,6804656-2,16
Michael,Breslow,dxstecu2ws8kfsc3nsj2hryh7,8175895,6804656-2,16
Michael,Breslow,ebbboqj7ut2c70w965w4m9ywy,7433827,6804656-2,16
Michael,Breslow,mmr8tqjf9ojj1iuw2fuju29xm,7411509,6804656-2,16
Michael,Breslow,p4svi4b9ulxfedt4f7tomojx8,7650291,6804656-2,16
Michael,Breslow,s04rq3nqdxyx72tfl6akvts7n,7454359,6804656-2,16
Michael,Breslow,sjrcoherjqucnbrm64r4cgty5,7395216,6804656-2,16
Michael,Breslow,wz12uslgtptiplbsokjt9aod8,7475019,6804656-2,16
Michael,Breslow,ygrnwsrq1if5skgmvcvzygehp,7307543,6804656-2,16
John,Briant,7tp0d2y9dt3f6mq2o1a5kkvoq,D631964,D631964-5,5
John,Briant,bztqr0zpyckb2q9rsexztgodo,9095670,6132630-1,5
John,Briant,h4i9ce59d61saedoa2hull0wh,9283337,6132630-1,5
John,Briant,i000hk8f8unqigfqx2n0eis5o,9289565,6132630-1,5
John,Briant,m7xcyvdbcu8dtp7f7v793w5hm,9155851,6132630-1,5
David,Brophy,6pnoa10xyey0zqd4neii4s5om,9514465,7860903-4,4
David,Brophy,dzjo6yeabzb23ueg60ntyryzo,7819243,7819243-1,4
David,Brophy,jlqkfavg02a14uyutp74u05us,7860903,7860903-4,4
David,Brophy,rbcerhmrbq9egeri6dhpmj8t2,8239598,7860903-4,4
Benjamin,Brown,85y5uha5m2yysc9klo9bux8l1,6990423,6188253-2,8
Benjamin,Brown,d659b95nq124dtwd4764mkuwk,8285608,6188253-2,8
Benjamin,Brown,lleuhp7lpapvfqazoqu6bli47,6609077,6188253-2,8
Benjamin,Brown,q84awrkq0bscdfhoobgila8mb,7063778,7063778-2,8
Benjamin,Brown,rwq4u7onzpdo8co32396mx6zl,8738473,6188253-2,8
Benjamin,Brown,takgd31s0vaovffk2m9b29qnt,5888287,5888287-1,8
Benjamin,Brown,xxce7vtcd4ixago2d02q1kvyc,7956521,7956521-1,8
Benjamin,Brown,yggddjzbit0b29ktflpgmb19q,6188253,6188253-2,8
Christopher,Brown,0odw0fd3w9jtra7r959potfsx,8409697,6017830-1,97
Christopher,Brown,0zszehifh30oh0rrlnkvplaa5,9730486,5696906-3,97
Christopher,Brown,13o017fx6sjtzwo0u16aaz5py,8146993,5696906-3,97
Christopher,Brown,1jbj4mnitn4tew4ysehd8b0y2,10140616,5696906-3,97
Christopher,Brown,1m53hq2v869pb83ole82lgt93,8561657,D266743-1,97
Christopher,Brown,27l4vart57vp5n8nx8v436xkz,8427463,5696906-3,97
Christopher,Brown,2pwi39v0srjkttai8xfv14bj2,8164719,5696906-3,97
Christopher,Brown,3kt1o4assk8uulyz8mwuzxasx,8539922,D266743-1,97
Christopher,Brown,3tf79wxjql5ek7k8badj7barv,8069830,D266743-1,97
Christopher,Brown,48gs5hvc1o6ei74n819e6kv3e,9794375,5696906-3,97
Christopher,Brown,56whj8o264t1dv9575z76xd6b,8218434,5696906-3,97
Christopher,Brown,65t7st6y2q4qua43a13vxhxdb,7461970,7461970-1,97
Christopher,Brown,6p4ikqhstgmnd4t6irf4hhasg,7518883,5696906-3,97
Christopher,Brown,7c2do8nwpteid6nxgi0rvkh3x,5884284,5696906-3,97
Christopher,Brown,7cd8wwcfvptzxmqzd3glw8g1u,D665536,D665536-4,97
Christopher,Brown,7i04f9oizefmkods5r4bo175t,8013955,5696906-3,97
Christopher,Brown,84b3xad88yr9qivr8ep8ih116,8146480,5696906-3,97
Christopher,Brown,8gf7u4vmd5nxv57djwkng8lc9,D763236,5696906-3,97
Christopher,Brown,9jsla9wiehk6j28j3h5k1rl99,7966763,5696906-3,97
Christopher,Brown,acwq0f85rzekdll7y3uizv9eb,9351771,5696906-3,97
Christopher,Brown,anaeftskxtxwmcp9czvl7wuzg,8416225,5696906-3,97
Christopher,Brown,b0506f4h8pbz1scg8icnikc5d,7450493,5696906-3,97
Christopher,Brown,bytp9tq33fvfzmznpuuhmts52,D776095,5696906-3,97
Christopher,Brown,d5zab3fl2qpwtaf4nqk4a031a,D731812,5696906-3,97
Christopher,Brown,d65071jfng0alljaxabjkhftc,8839249,5696906-3,97
Christopher,Brown,d6mqa5gai14tvnbtgeezyxusv,8772699,5696906-3,97
Christopher,Brown,d8a39e3nk9pl5h1cglu1uwh5s,9621593,5696906-3,97
Christopher,Brown,dr8vm0ftsfno3wug8t1mhcpbl,9680901,5696906-3,97
Christopher,Brown,eia5iyryu93tmjcpk83ndyqww,8901359,7461970-1,97
Christopher,Brown,enrd2srvk4wutl0yns63g2n87,D731206,5696906-3,97
Christopher,Brown,eq077kf1cogr8gc6leml3kkl1,8487922,5696906-3,97
Christopher,Brown,euwwa45cr98b9co9ncbgk4bs3,D466414,5696906-3,97
Christopher,Brown,f0ttb6u6ze64a8gc8i2lcdz3c,8654266,5696906-3,97
Christopher,Brown,f7j2x3bvkle89zkmhwcva4tv1,8248395,5696906-3,97
Christopher,Brown,f8e059pqjrnmp6wwv9855jsux,D763235,5696906-3,97
Christopher,Brown,fw4x877xvhhltx6l0d1hf25ve,9230325,5696906-3,97
Christopher,Brown,gmm1t71a6dvrj9ghwqy8ht5x3,5868628,5696906-3,97
Christopher,Brown,gyemqi67iml4qilhwdjeo8il5,8053121,5696906-3,97
Christopher,Brown,h94xkh0457akay6226ylb1lgx,7315940,5696906-3,97
Christopher,Brown,hd4ehsfiak2fusg6fmn33imvz,9651466,9651466-1,97
Christopher,Brown,hkmeksqiry4t3rg4myb4krthn,D731810,5696906-3,97
Christopher,Brown,i69jht80wbn4m01r9jinwpfe5,8631777,D266743-1,97
Christopher,Brown,if26mavuvy4bjrau9iyf5uol1,9907598,5696906-3,97
Christopher,Brown,iivyuybqdwcluwj60ku6on5bq,D523438,5696906-3,97
Christopher,Brown,iu553912hgylz1knvmc64773o,8427464,5696906-3,97
Christopher,Brown,j7qe0j9wjks40w5l66qwojdy0,D749363,5696906-3,97
Christopher,Brown,kbxgvf7mgybnaptzqhlxvqexk,D623720,D266743-1,97
Christopher,Brown,kd151g3onrg9171d9kvjn45oh,9855063,5696906-3,97
Christopher,Brown,lan5c3fr0ra2m8kakf5p659nk,8146476,5696906-3,97
Christopher,Brown,lndpvnx33t87vc13pvd34cy5j,9604087,5696906-3,97
Christopher,Brown,lqhd6in8iqostr01do7wmtw4i,8760636,5696906-3,97
Christopher,Brown,lr1cnq7mm8szof9hfcitu51rl,9308489,7461970-1,97
Christopher,Brown,mfqwxh829i0zc7xpokkjdixxy,8179386,5696906-3,97
Christopher,Brown,mhcdm497kh8nk09b4n2jr8iii,9764637,D266743-1,97
Christopher,Brown,mrx8t1ui9935u3mp1oa1yoq6i,9253211,5696906-3,97
Christopher,Brown,n0c3xzaix1nndhqzqstbjtook,8759739,5696906-3,97
Christopher,Brown,n3h64ppv0q725sv1c5q317wyj,10004361,5696906-3,97
Christopher,Brown,new19soz6tlezwvj4jqnkfils,8481023,5696906-3,97
Christopher,Brown,noaf7fg303jseicta23h6guos,8110887,5696906-3,97
Christopher,Brown,o1yqvg27rnqh7693jod7dzpci,9211148,5696906-3,97
Christopher,Brown,o5yl4xey75suatq0rpx0gyje3,7518982,5696906-3,97
Christopher,Brown,odwnhs7eft9ls2zj5jzqf7ggl,D266743,D266743-1,97
Christopher,Brown,ofnfv6pgrjble9sfdm9hp26yw,8227674,5696906-3,97
Christopher,Brown,opwwc43vftn8m1i5qerm5l2vs,D787485,5696906-3,97
Christopher,Brown,oxxig6ne9j7f7nu61doikbe7y,7946210,5696906-3,97
Christopher,Brown,pdnqz0vbnyhi17t1n6pq3ov05,8190682,5696906-3,97
Christopher,Brown,pwq1c19fvd0kfnbfdfpetf359,8658957,5696906-3,97
Christopher,Brown,q7emrcw2pbbk1zdopgwar3aw6,8227887,5696906-3,97
Christopher,Brown,qg19py7pgm4xd50182wyoeikv,8356541,5696906-3,97
Christopher,Brown,qozv4ymikehdrdctpzi51vuh3,9021458,5696906-3,97
Christopher,Brown,rjgf6ml3oglghkuujjml6wlm5,8350835,5696906-3,97
Christopher,Brown,rjtghzscql9n8bxh37f27v0is,8209897,5696906-3,97
Christopher,Brown,rnl0c5x6aeq4wb9mvn5p5zmz9,9842336,5696906-3,97
Christopher,Brown,s2kg7qhqc5fb5ym8coq8ki752,9931146,5696906-3,97
Christopher,Brown,s7nocbcgq9bq54t7jkcjipak9,10058337,5696906-3,97
Christopher,Brown,sb9mifo3soi934xfw98mm5sp9,7718985,5696906-3,97
Christopher,Brown,sl2wigdf8097nyba2u2ccyz10,8289053,5696906-3,97
Christopher,Brown,srux4ztekpv3gbvzsllfzx3h5,8924279,5696906-3,97
Christopher,Brown,svy65vlyyhdsw9aya705pd1dp,7823498,5696906-3,97
Christopher,Brown,t0fvjrj98gnqn32yypo41szm2,D673736,D665536-4,97
Christopher,Brown,t4b9iux79apmxqh5ob2mtxd3i,10081305,5696906-3,97
Christopher,Brown,tkui95d3o2zlso2e98r5n5mx7,6017830,6017830-1,97
Christopher,Brown,trea7xpkhimdp0lgaxegw1hby,9860005,5696906-3,97
Christopher,Brown,vpbsiafe809nj8amb9r8nov8l,7590049,5696906-3,97
Christopher,Brown,vr9l202uiwwswm5i25t9acgqt,9001096,5696906-3,97
Christopher,Brown,w7bbx3onxgzefs17du5rxgk7a,9274223,9274223-1,97
Christopher,Brown,wd2s4eyrvyzn78g3saj5rmup1,8080310,6017830-1,97
Christopher,Brown,x3xwep609e1hejj7suft1aw7q,9507582,5696906-3,97
Christopher,Brown,yegzg0zvwc9pzq8bev5tozpgj,8473415,5696906-3,97
Christopher,Brown,yf18m479vknbp2b5qe0ycgx7z,8106401,5696906-3,97
Christopher,Brown,yieaxazbvxkvbzrre97t6cveh,8803791,5696906-3,97
Christopher,Brown,yx28lrr8f9z0aez564k26jpsu,7376229,5696906-3,97
Christopher,Brown,z49v0xy3j5kcnupiwzuwe8qgc,8012572,6017830-1,97
Christopher,Brown,z811ix5gdfvkxwnst1sjb9d56,8294079,5696906-3,97
Christopher,Brown,zk1lpfrorxxusiy6y1ww0cuti,7486669,5696906-3,97
Christopher,Brown,zvwhzzvq2lyypozjjjcn66uti,5696906,5696906-3,97
Christopher,Brown,24refywlb4oen783uwqx9z064,10184916,5696906-3,97
George,BuAbbud,3wvamp6ej45fvxu1euqi02o7n,7917030,4958926-1,20
George,BuAbbud,6j46yj2mjj8xz8wx1ppuig5xz,7486892,4958926-1,20
George,BuAbbud,t3t9fyamx91zrrk7vlg53u9ib,8098426,4958926-1,20
George,BuAbbud,vuer241pcwlgns64l54bkvbf0,8309883,4958926-1,20
George H.,BuAbbud,41gl2z682okzvct3jp8aqkush,6460182,4958926-1,20
George H.,BuAbbud,4x92yg6mchm0okqvihulz9mn2,6535308,4958926-1,20
George H.,BuAbbud,6a8not3uia08cvw8tvjgini8a,6366717,4958926-1,20
George H.,BuAbbud,a1jtpoqaj2m8fa2zt9dl8eohp,6542382,4958926-1,20
George H.,BuAbbud,bi080a30pkqfbvh9usfnju23n,6195494,4958926-1,20
George H.,BuAbbud,fia6nkvttqzd13y38sg6a0gzl,7197205,4958926-1,20
George H.,BuAbbud,fizvucnxx6r23ttrgxbsfmfpg,7286769,4958926-1,20
George H.,BuAbbud,g8azw4y23y42ahgygj05hb044,7058966,4958926-1,20
George H.,BuAbbud,kx70m23sbbu4ihjs80qsm8f9v,6278829,4958926-1,20
George H.,BuAbbud,okcydmqzwjr1aui3d5yg4yhh1,6496639,4958926-1,20
George H.,BuAbbud,rys14lfuv6bm5ed1acgi4djdk,6668138,4958926-1,20
George H.,BuAbbud,w8sl7vowgpv9fcs6gyjf79sbb,6246510,4958926-1,20
George H.,BuAbbud,wnylh1q9wnp0oirqmd6f41ahb,7254330,4958926-1,20
George H.,BuAbbud,wx40dj2qcj3s1nf77x4wyz6fy,6310784,4958926-1,20
George H.,BuAbbud,yipta8ikuo4cyjxruhaa3ktnn,6775433,4958926-1,20
George H.,BuAbbud,ykpwtt4o0svtg35dstlxsqhgp,7035504,4958926-1,20
George H.,Buabbud,ahjegc4orfkgxsxqu4umujjnf,7103907,4958926-1,7
George H.,Buabbud,hwwn3pobmc70yv53v9m13y5rl,6366712,4958926-1,7
George H.,Buabbud,lv8jw4af1nwnqklqmdd5mcqvh,6977966,4958926-1,7
George H.,Buabbud,nl1bm95gt5kwc0p7dgzi1bi6t,7212541,4958926-1,7
George H.,Buabbud,r11osnls6gl4rjokh9tha0dne,6898206,4958926-1,7
George H.,Buabbud,tcpqhzubnt4qtcackgkghiacj,6731873,4958926-1,7
George H.,Buabbud,tnnsbcw9afxih0tdbgzgvxqom,10009108,4958926-1,7
Alan,Bunte,0afjjypik73v0ewd4vq9kbn7c,8392677,5408382-4,51
Alan,Bunte,2kg30cubweg58c2v8t70innx7,8140786,5408382-4,51
Alan,Bunte,4gjtwicprxbnlt9wstc3bpiul,8396838,5408382-4,51
Alan,Bunte,qtkqmqr8upv33oakthyrxwb9q,8909881,5408382-4,51
Alan G,Bunte,s1rnfekuuryutjox8d42yvp9l,7343356,5408382-4,51
Alan G.,Bunte,0nvtxx6l4c6x4m1iyelbm3fvq,5682379,5408382-4,51
Alan G.,Bunte,1atfz9v5j0c8td6st5lx3tln7,7471651,5408382-4,51
Alan G.,Bunte,1o5ldyov3lcwba1zsmwq7e05h,6614768,5408382-4,51
Alan G.,Bunte,1s2mn7nz0fjkhonekzklbkqb3,7885242,5408382-4,51
Alan G.,Bunte,1w8cr1m0o5x33sb0mdcxhnrxi,5539194,5408382-4,51
Alan G.,Bunte,2076c4oqnkgb44k0jt2xza4qm,7672257,5408382-4,51
Alan G.,Bunte,2901rpilakgws2w42v5ou9jwf,5805807,5408382-4,51
Alan G.,Bunte,4y0ytlgk2wo0wtvy0ki6nybf7,7765167,5408382-4,51
Alan G.,Bunte,542z379rcekn7nqkvs4pd1way,5408382,5408382-4,51
Alan G.,Bunte,596ao0x8flsbbjfe8colxij0d,7232072,5408382-4,51
Alan G.,Bunte,5ydcmfj6zj0hql1ft8vcm9fps,5949776,5408382-4,51
Alan G.,Bunte,6hirrxuds8u4a29sfii2g0pwq,6249008,5408382-4,51
Alan G.,Bunte,71yngcleu3j1a4v9htax5v7ih,7804849,5408382-4,51
Alan G.,Bunte,7gpig5o7xo0jt6rtt7enr2yxy,9405471,5408382-4,51
Alan G.,Bunte,7jdfttpxteu751cnnmxg1lf56,8306926,5408382-4,51
Alan G.,Bunte,7vrsbdph08abzjprok5wb9d41,9111220,5408382-4,51
Alan G.,Bunte,9dz6j3s2d68wiodqqt5ktmpmm,6006100,5408382-4,51
Alan G.,Bunte,9effjvtq4wtptlpf7v180kq72,7510121,5408382-4,51
Alan G.,Bunte,9lt6sl8885rssybekp2hy7hzh,7924783,5408382-4,51
Alan G.,Bunte,a203khfeenmesyf42tjyymy0u,6970434,5408382-4,51
Alan G.,Bunte,bcs7hph34j1mtyklq0hm25x8r,7346751,5408382-4,51
Alan G.,Bunte,bmnjk2cbsbvelql9yh1yjhyz8,8526329,5408382-4,51
Alan G.,Bunte,csxiyuncnzqcjnqkmbqktqpzx,5657317,5408382-4,51
Alan G.,Bunte,ddn1uhxcfyubbess38nyxznid,5873070,5408382-4,51
Alan G.,Bunte,en3cfxnhft6wv69ku5ds1e8tt,6124800,5408382-4,51
Alan G.,Bunte,f98rcoacp3rf2q7wa74t1qmty,7004395,5408382-4,51
Alan G.,Bunte,ffw9p17wnedq4q3c0ff7mhdg5,7920496,5408382-4,51
Alan G.,Bunte,g66s3i4ievepei6vs90ugbovd,5539193,5408382-4,51
Alan G.,Bunte,j9lle20gt88jof3hcn99nmpyi,6192400,5408382-4,51
Alan G.,Bunte,kt68r6zq3ow5d2oyi6q13h7ii,6749122,5408382-4,51
Alan G.,Bunte,l00ohiaktwjb992mebzjaqlc2,5644471,5408382-4,51
Alan G.,Bunte,neqk1wiy8gj95dgfmj3miwaha,7440416,5408382-4,51
Alan G.,Bunte,okbtvxytw705wyxkdb4xhpzxu,7343459,5408382-4,51
Alan G.,Bunte,p3osdjpca1azv4oywqehhvbqu,7969911,5408382-4,51
Alan G.,Bunte,t89dl89jsjlajso1fpbu5xbrz,5790536,5408382-4,51
Alan G.,Bunte,u39q2q79lmvuaxbyeefrw8yt5,7918401,5408382-4,51
Alan G.,Bunte,vjytl89vu4j2jlgqf4zc543j5,7343453,5408382-4,51
Alan G.,Bunte,vsrk3jplthevfeajf9ovilvx4,5544010,5408382-4,51
Alan G.,Bunte,vx4ayv801gkkra73obhy88kp5,6075780,5408382-4,51
Alan G.,Bunte,wpbi8i4ct70obd25wfs4i2niw,6654378,5408382-4,51
Alan G.,Bunte,yegw8s0cdh4x3ucy4v6cye5x6,6359872,5408382-4,51
Alan G.,Bunte,zbcwd8ii7f5qzl1ubwrdxgu20,6034379,5408382-4,51
Alan G.,Bunte,zeoehgaf3dggojf3y7td0iqj4,5821523,5408382-4,51
Alan G.,Bunte,zf3r6n1aqg08zpih92ga6t7ab,8706993,5408382-4,51
Alan G.,Bunte,zvhauqdgxt788efpycc2kjtjb,7644245,5408382-4,51
Alan G.,Bunte,zw5i8hmi8sw5yuss9uk5dfnrd,6330975,5408382-4,51
Vincent,Burgess,28iu1cohy7824vsxeud8shbhj,9062265,9062265-2,11
Vincent,Burgess,5cxyo1lgc02c4uz8852z05xa4,4384475,4384475-1,11
Vincent,Burgess,cch3jl2prjxvhob5rurl9ddgw,9493720,9062265-2,11
Vincent,Burgess,nea5lfsd2q6e3thb1k82x5ivy,9932536,9062265-2,11
Vincent J.,Burgess,53tsb3gfl41u87ih3l03wfouv,8298147,7627156-4,11
Vincent J.,Burgess,b0xuntycyqjubq1ttwmynrfj2,5554112,5514089-4,11
Vincent J.,Burgess,i4ztvfptdn9r0mka4m60cl0kv,7627156,7627156-4,11
Vincent J.,Burgess,lxgholhn27i1gnphfd171we6m,5514089,5514089-4,11
Vincent J.,Burgess,q222x58jqyijx3nzpbhn1mfec,7930014,7627156-4,11
Vincent J.,Burgess,rcif0lxb4qsmtskkien9bhfik,RE45534,7627156-4,11
Vincent J.,Burgess,s60fwlqyqy1ir96n86b78e2m2,RE46562,7627156-4,11
Stephen K.,Burley,ct944f9xhyodm129e1w7p33cx,8173793,5872011-1,5
Stephen K.,Burley,d7tjlqw0nmm8kbwf7ovz5cpdx,5935810,5872011-1,5
Stephen K.,Burley,f7l929pb1wfgp24i2ziscssyp,5872011,5872011-1,5
Stephen K.,Burley,iq415qqxmvg3ahxpvvbxq245y,7544492,5872011-1,5
Stephen K.,Burley,w7no9sfizlfwsxfit2pu5az03,6020162,5872011-1,5
Thomas,Burton,57i2p8qtl331wvg64j289yy1q,9961544,9237395-6,2
Thomas,Burton,dw0h7um08lovrnm2lbqi0idat,10028047,9237395-6,2
Paul,Buscemi,iv1rj8m6yvwq6v3uliqbpkqhf,5716410,5443495-1,48
Paul,Buscemi,zhiwr0hl0fmgwpfin3uqvlcnp,5795318,5443495-1,48
Paul J.,Buscemi,0uq8ohwtkdgqs1sm38xvh0gtl,5500013,5443495-1,48
Paul J.,Buscemi,0wqb4ud0w0vl1skchg9ja7bp3,6319276,5443495-1,48
Paul J.,Buscemi,2iedznbn8hwqg1or7j94g4196,5968092,5443495-1,48
Paul J.,Buscemi,43raoqh4py6msxsxvbkizzfhf,7799068,5443495-1,48
Paul J.,Buscemi,50v7d97xvyl4wb68aiv3tf1ev,8100979,5443495-1,48
Paul J.,Buscemi,62czcq40cz0mt6x6koww5s0hf,8381735,5443495-1,48
Paul J.,Buscemi,66xzr2zs28pa8s4svgdj6ye8o,5551954,5443495-1,48
Paul J.,Buscemi,7lsc9cs6pgnm4vzt6lsqzq9zj,7491230,5443495-1,48
Paul J.,Buscemi,82nyg1iuskjypqz7j01it71vl,6024756,5443495-1,48
Paul J.,Buscemi,b7lguxrd99a1mcqjddhtw0jlp,5919210,5443495-1,48
Paul J.,Buscemi,dd9vmw7irvvknqdq2wn2fpojb,6270515,5443495-1,48
Paul J.,Buscemi,eb31ozhur2040e5hm8x3xjdum,4234972,4159358-2,48
Paul J.,Buscemi,evabypbfpg63no7p8ye6xij1h,6078834,5443495-1,48
Paul J.,Buscemi,ezkaniuhyzj3ktji9jgumte5u,6869443,5443495-1,48
Paul J.,Buscemi,fy0lx23ms0shtg0dhbt3kwm91,9510922,5443495-1,48
Paul J.,Buscemi,fyy5ypjb298qxaxlbi5e8i9wc,6652587,5443495-1,48
Paul J.,Buscemi,fzjn04o9iastoyunmjw0ziim0,6312446,5443495-1,48
Paul J.,Buscemi,gj3jry6crklncctqido3jqmtr,7914582,5443495-1,48
Paul J.,Buscemi,gomobjzlvto4i6xhjd3vk16px,8517028,5443495-1,48
Paul J.,Buscemi,gxr0lso9c039s1jigs4co4lps,5693085,5443495-1,48
Paul J.,Buscemi,hfphzlsiikyver1rlirx24ugh,7845357,5443495-1,48
Paul J.,Buscemi,hp7datrc959bkrdlbbbhp5tz7,5769883,5443495-1,48
Paul J.,Buscemi,ifini99mlx8thwaasschgpt0b,5634936,5443495-1,48
Paul J.,Buscemi,inicd6ttws5kcbodvzxw4uc8p,6387124,5443495-1,48
Paul J.,Buscemi,k0r019mm0zfj6j17yja4szdfv,5443495,5443495-1,48
Paul J.,Buscemi,khnt80btzo4hrs70jzzuj601z,6692523,5443495-1,48
Paul J.,Buscemi,kjp9f4t1hzkh0y31e8ql4qcpm,9707122,5443495-1,48
Paul J.,Buscemi,m9vozy4w2xfc15oswn357dj39,5693034,5443495-1,48
Paul J.,Buscemi,mx4juvt72cvi41raytakllkan,9439801,5443495-1,48
Paul J.,Buscemi,nxczw2r1cot6fbohtsiktqzis,7785365,5443495-1,48
Paul J.,Buscemi,o0zjfmjvcaw5r4fu00jfi1g31,5593403,5443495-1,48
Paul J.,Buscemi,p0ud1ciwvt1unhatuuuxp9aov,5690682,5443495-1,48
Paul J.,Buscemi,pc9n4dso4jx2bc19x62cjrzi9,7320709,5443495-1,48
Paul J.,Buscemi,pi0vktqi8qig844eu2mymhzlm,5871537,5443495-1,48
Paul J.,Buscemi,pojv2ffhubv277h5lg5qr2uf8,6024722,5443495-1,48
Paul J.,Buscemi,pscw2ytvho3yebfwlj370xez7,5464450,5443495-1,48
Paul J.,Buscemi,qcysy7j9x19ytm4psxznp08ng,5800498,5443495-1,48
Paul J.,Buscemi,rfuwmp1c3kt2ux4mi9buovx1m,7806925,5443495-1,48
Paul J.,Buscemi,s2jyxxz4xbmbchhdacrncp3ca,6059823,5443495-1,48
Paul J.,Buscemi,ttb2cxecl8zcfeph0a6k1y6pu,6299597,5443495-1,48
Paul J.,Buscemi,umvlhgtcvkxyvefk12mpcy3mh,6391052,5443495-1,48
Paul J.,Buscemi,wmxf4x0m4x5e2y9iimy9fld14,4159358,4159358-2,48
Paul J.,Buscemi,wsio3ciq927uk1qpxf5ns431b,6117159,5443495-1,48
Paul J.,Buscemi,xnqkglnuv2v9kn8bw0xwdx8ad,7255711,5443495-1,48
Paul J.,Buscemi,yf2jl6kgikp540j65jvmqnfd4,5860948,5443495-1,48
Paul J.,Buscemi,zfhso38npbns3cguxlz26dpba,5853422,5443495-1,48
Robert,Byrne,2914y0gl79oddi14c8jzjd14q,D329736,4067469-4,16
Robert,Byrne,3nfxazshd2qnu11frixvgdbo6,D331831,4067469-4,16
Robert,Byrne,4t3y6l0uh2d3wtopchs7fx8vg,4237794,4067469-4,16
Robert,Byrne,5pxlcwq9ldicdayofi1flj04w,D340126,4067469-4,16
Robert,Byrne,62c02m1jtzyzgfs867cp9dmqm,6191364,4067469-4,16
Robert,Byrne,eovpdyecbnvhys04f0d3icwid,4144820,4067469-4,16
Robert,Byrne,ktlj231alj4ro2yhqtkuev0vg,7167918,7024693-1,16
Robert,Byrne,l0avwet7jdk00f0bmgrs23lwd,4116135,4067469-4,16
Robert,Byrne,m442e5ble8u44qpyzvfbd9dz8,4154348,4067469-4,16
Robert,Byrne,mctmskomsg284oapyikxxarfe,D329742,4067469-4,16
Robert,Byrne,nvr72a2url1bcg8n4k5x15nn8,7194472,7024693-1,16
Robert,Byrne,pg8zq6qnuysmfovp7qqrf48si,7188094,7024693-1,16
Robert,Byrne,x62w6g1mk5nd0a85wmazguj1s,7024693,7024693-1,16
Robert,Byrne,yryyqetju2ks45dm36laujpfw,4067469,4067469-4,16
Robert,Byrne,zha4i2exwrng89sgsediiapuq,D337879,4067469-4,16
Robert W.,Byrne,p9avahn41zz3oeau5v5s1p4nd,D595941,4067469-4,16
Robert,Byrnes,i6c5z747b80vx5ivcgu5m1e9s,10098669,10098669-1,1
William,Caldwell,bmzh1z22sdxjj7pl3pjdzjh9c,6151443,4935825-2,24
William,Caldwell,tudcr1vxk62emdjo42cjjj8c7,8328141,5445348-1,24
William,Caldwell,wg0eqfsc74xnh8km4wok1zcnc,6865339,4935825-2,24
William,Caldwell,zc4o8ph1yasveiubdrvo5a5vh,6128433,4935825-2,24
William S.,Caldwell,227f3nwlmnp5c4hpaypbtknqg,5214060,5187169-2,24
William S.,Caldwell,34n3zrfx0j2jpysuix33hbh53,5597919,5187169-2,24
William S.,Caldwell,3slxeqxrdh3q7ffahr78wnhiv,5616707,5187169-2,24
William S.,Caldwell,49xm17bvgl5qxr0f0ik1pypwm,5232933,5187169-2,24
William S.,Caldwell,4ryw8u5rgd15zzusi2colhu3l,5227391,5187169-2,24
William S.,Caldwell,adusbhx758hk01vijgj0imo7l,5232932,5187169-2,24
William S.,Caldwell,ch30rmeazhvd7dhgoo4ic0xzl,6979695,5187169-2,24
William S.,Caldwell,chjsf2u078vvnhc35ffqhgagq,5242934,5187169-2,24
William S.,Caldwell,era88mtq4yb8p5r7yf52zkd0p,5276043,5187169-2,24
William S.,Caldwell,f0tsp5rjs1229tr5j82v9nb91,5242935,5187169-2,24
William S.,Caldwell,fad5qrqi4pwzboxxv3uw1mqwc,5212188,5187169-2,24
William S.,Caldwell,fsfzugt1ynm11wd2o7nvi64wh,5187169,5187169-2,24
William S.,Caldwell,kc0r5h3sfc5vd7a76jc5fhu9b,5510355,5187169-2,24
William S.,Caldwell,keqi3z0kqebrq667ryznvfhwq,5559124,5187169-2,24
William S.,Caldwell,nrjpdqwfwrswquur3nfdqqfy1,5616716,5187169-2,24
William S.,Caldwell,szn23lwiky3qp4n2j3cenvu5z,5242916,5187169-2,24
William S.,Caldwell,t8ll4zafsrjtdgjn3r1r6f7ce,5583140,5187169-2,24
